pointID,X,Y,Buffer_type,Area2000_road,Area2000_ref,Area2000_AC,Area2000_RC,Area2020_road,Area2020_ref,Area2020_AC,Area2020_RC,H2000_road,H2000_ref,H2000_AC,H2000_RC,H2020_road,H2020_ref,H2020_AC,H2020_RC,PD2000_road,PD2000_ref,PD2000_AC,PD2000_RC,PD2020_road,PD2020_ref,PD2020_AC,PD2020_RC,NPP2000_road,NPP2000_ref,NPP2000_AC,NPP2000_RC,NPP2020_road,NPP2020_ref,NPP2020_AC,NPP2020_RC,Area_AC_trend,Area_RC_trend,H_AC_trend,H_RC_trend,PD_AC_trend,PD_RC_trend,NPP_AC_trend,NPP_RC_trend,CEI_Diff,Nearest_Ref_Distance,Ref_Points_Used
11912.0000,-5700444.2710,-511465.7293,2.0000,100.0000,99.9790,0.0210,0.0105,100.0000,99.9839,0.0161,0.0080,28.2900,28.1619,0.1281,0.2270,28.1200,27.0827,1.0373,1.8791,1.0000,1.0001,-0.0001,-0.0027,1.0000,1.0043,-0.0043,-0.2122,1245.5000,1261.5014,-16.0014,-0.6383,1370.5000,1344.7581,25.7419,0.9480,-0.0049,-13.2353,0.9092,78.0097,-0.0042,-97.4524,41.7434,100.0000,-0.0006,1000.0000,1106
11913.0000,-5699444.2710,-511465.7293,2.0000,100.0000,99.9384,0.0616,0.0308,100.0000,99.9284,0.0716,0.0358,29.1500,27.8463,1.3037,2.2874,27.9100,26.9251,0.9849,1.7961,1.0000,1.0044,-0.0044,-0.2216,1.0000,1.0100,-0.0100,-0.4990,1204.3000,1262.3274,-58.0274,-2.3525,1339.0000,1336.0314,2.9686,0.1110,0.0101,7.5665,-0.3189,-13.9323,-0.0056,-38.6214,60.9960,100.0000,-0.0026,1414.2136,1096
11914.0000,-5698444.2710,-511465.7293,3.0000,78.0000,99.8541,-21.8541,-12.2877,100.0000,99.9124,0.0876,0.0438,29.5500,27.5994,1.9506,3.4132,28.4800,27.0246,1.4554,2.6221,1.0000,1.0000,0.0000,0.0000,1.0000,1.0523,-0.0523,-2.5478,1299.3000,1262.0987,37.2013,1.4524,1322.5000,1338.9320,-16.4320,-0.6174,21.9417,100.0000,-0.4952,-14.5400,-0.0523,-100.0000,-53.6332,-100.0000,0.0043,2236.0680,1085
11915.0000,-5697444.2710,-511465.7293,3.0000,100.0000,99.8547,0.1453,0.0727,78.0000,99.8033,-21.8033,-12.2626,24.8200,27.5661,-2.7461,-5.2420,24.5400,26.9729,-2.4329,-4.7229,1.0000,1.0008,-0.0008,-0.0404,1.0000,1.1034,-0.1034,-4.9149,1300.5000,1270.7076,29.7924,1.1587,1325.2000,1343.0115,-17.8115,-0.6675,-21.9486,-100.0000,0.3132,6.0473,-0.1026,-98.4491,-47.6039,-100.0000,0.0405,2828.4271,1074
11916.0000,-5696444.2710,-511465.7293,4.0000,100.0000,99.8508,0.1492,0.0746,100.0000,99.9114,0.0886,0.0443,28.7000,27.5293,1.1707,2.0820,28.5900,26.9559,1.6341,2.9420,1.0000,1.0006,-0.0006,-0.0315,1.0000,1.0801,-0.0801,-3.8497,1314.7000,1264.2339,50.4661,1.9569,1320.5000,1339.0546,-18.5546,-0.6977,-0.0605,-25.4548,0.4634,16.5222,-0.0794,-98.4372,-69.0206,-100.0000,0.0048,3605.5513,1064
11917.0000,-5695444.2710,-511465.7293,4.0000,100.0000,99.9588,0.0412,0.0206,100.0000,99.9475,0.0525,0.0262,27.1200,27.7652,-0.6452,-1.1755,27.4700,27.0142,0.4558,0.8366,1.0000,1.0082,-0.0082,-0.4096,1.0000,1.0311,-0.0311,-1.5300,1274.6000,1263.2202,11.3798,0.4484,1358.0000,1336.5734,21.4266,0.7952,0.0113,12.0771,1.1010,100.0000,-0.0228,-58.1354,10.0468,30.6245,0.0009,4242.6407,1052
11918.0000,-5694444.2710,-511465.7293,5.0000,100.0000,99.9128,0.0872,0.0436,100.0000,99.8529,0.1471,0.0736,27.7000,27.4646,0.2354,0.4267,27.6100,26.6828,0.9272,1.7077,1.0000,1.0017,-0.0017,-0.0826,1.0000,1.0246,-0.0246,-1.2150,1269.7000,1265.3687,4.3313,0.1709,1333.9000,1331.8782,2.0218,0.0758,0.0599,25.5870,0.6918,59.5043,-0.0229,-87.4029,-2.3094,-36.3513,-0.0009,5000.0000,1039
11919.0000,-5693444.2710,-511465.7293,5.0000,100.0000,99.9337,0.0663,0.0332,100.0000,99.8863,0.1137,0.0569,26.5400,27.3391,-0.7991,-1.4832,25.8100,26.5876,-0.7776,-1.4840,1.0000,1.0006,-0.0006,-0.0322,1.0000,1.0232,-0.0232,-1.1478,1188.0000,1264.7070,-76.7070,-3.1274,1345.3000,1333.5354,11.7646,0.4392,0.0474,26.3250,0.0215,1.3654,-0.0226,-94.6069,88.4716,100.0000,-0.0023,5656.8542,1026
11920.0000,-5692444.2710,-511465.7293,6.0000,100.0000,99.9400,0.0600,0.0300,100.0000,99.8914,0.1086,0.0544,26.4800,27.3360,-0.8560,-1.5906,25.8500,26.5788,-0.7288,-1.3900,1.0000,1.0006,-0.0006,-0.0313,1.0000,1.0239,-0.0239,-1.1802,1256.1000,1264.3628,-8.2628,-0.3278,1320.5000,1332.6136,-12.1136,-0.4566,0.0486,28.8348,0.1273,8.0305,-0.0233,-94.8831,-3.8508,-18.8985,-0.0020,6403.1242,1013
11921.0000,-5691444.2710,-511465.7293,6.0000,100.0000,99.9430,0.0570,0.0285,100.0000,99.8535,0.1465,0.0733,26.5100,27.4657,-0.9557,-1.7707,25.8500,26.7099,-0.8599,-1.6361,1.0000,1.0010,-0.0010,-0.0477,1.0000,1.0145,-0.0145,-0.7212,1292.2000,1267.0683,25.1317,0.9820,1321.5000,1333.1888,-11.6888,-0.4403,0.0895,44.0030,0.0958,5.2762,-0.0136,-87.6650,-36.8205,-100.0000,-0.0008,7071.0678,1000
11922.0000,-5690444.2710,-511465.7293,6.0000,100.0000,99.9096,0.0904,0.0452,100.0000,99.8864,0.1136,0.0568,28.6800,27.2625,1.4175,2.5339,28.3800,26.5308,1.8492,3.3677,1.0000,1.0007,-0.0007,-0.0330,1.0000,1.0259,-0.0259,-1.2772,1283.8000,1263.8841,19.9159,0.7817,1173.6000,1332.4894,-158.8894,-6.3401,0.0232,11.3981,0.4317,13.2156,-0.0252,-95.0193,-178.8053,-100.0000,-0.0030,7071.0678,985
11923.0000,-5689444.2710,-511465.7293,6.0000,100.0000,99.9447,0.0553,0.0277,100.0000,99.9014,0.0986,0.0493,28.4500,27.2940,1.1560,2.0737,27.3100,26.5659,0.7441,1.3811,1.0000,1.0006,-0.0006,-0.0304,1.0000,1.0280,-0.0280,-1.3821,1240.4000,1263.6480,-23.2480,-0.9284,1306.5000,1330.8993,-24.3993,-0.9251,0.0433,28.1318,-0.4119,-21.6761,-0.0274,-95.7581,-1.1513,-2.4163,-0.0016,6403.1242,971
11924.0000,-5688444.2710,-511465.7293,5.0000,100.0000,99.9452,0.0548,0.0274,100.0000,99.9075,0.0925,0.0463,28.5500,27.2740,1.2760,2.2858,27.4100,26.5556,0.8544,1.5831,1.0000,1.0006,-0.0006,-0.0303,1.0000,1.0297,-0.0297,-1.4632,1285.8000,1264.0453,21.7547,0.8532,1380.5000,1330.6378,49.8622,1.8392,0.0377,25.5786,-0.4216,-19.7925,-0.0291,-96.0013,28.1075,39.2469,-0.0017,5656.8542,956
11925.0000,-5687444.2710,-511465.7293,5.0000,100.0000,99.8954,0.1046,0.0523,100.0000,99.8926,0.1074,0.0537,27.0800,27.1305,-0.0505,-0.0931,26.0600,26.4232,-0.3632,-0.6919,1.0000,1.0014,-0.0014,-0.0710,1.0000,1.0346,-0.0346,-1.7010,1206.7000,1261.9430,-55.2430,-2.2378,1341.9000,1331.7888,10.1112,0.3782,0.0028,1.3169,-0.3127,-75.5962,-0.0332,-92.1073,65.3543,100.0000,-0.0039,5000.0000,941
11926.0000,-5686444.2710,-511465.7293,4.0000,100.0000,99.9308,0.0692,0.0346,100.0000,99.8780,0.1220,0.0610,27.0400,27.2496,-0.2096,-0.3860,26.1700,26.5373,-0.3673,-0.6969,1.0000,1.0016,-0.0016,-0.0822,1.0000,1.0350,-0.0350,-1.7195,1285.1000,1260.4435,24.6565,0.9686,1338.3000,1330.4029,7.8971,0.2959,0.0528,27.6220,-0.1578,-27.3482,-0.0333,-91.0128,-16.7594,-51.4825,-0.0009,4242.6407,926
11927.0000,-5685444.2710,-511465.7293,4.0000,100.0000,99.8987,0.1013,0.0507,100.0000,99.8970,0.1030,0.0515,27.4900,27.1242,0.3658,0.6698,26.5700,26.4376,0.1324,0.2498,1.0000,1.0014,-0.0014,-0.0678,1.0000,1.0406,-0.0406,-1.9889,1326.2000,1261.4698,64.7302,2.5015,1336.3000,1331.0376,5.2624,0.1973,0.0017,0.8102,-0.2334,-46.8524,-0.0392,-93.5250,-59.4678,-84.9631,-0.0038,3605.5513,910
11928.0000,-5684444.2710,-511465.7293,3.0000,100.0000,99.8885,0.1115,0.0558,100.0000,99.8792,0.1208,0.0604,26.1300,27.0172,-0.8872,-1.6694,25.7200,26.3508,-0.6308,-1.2114,1.0000,1.0025,-0.0025,-0.1269,1.0000,1.0664,-0.0664,-3.2135,1267.9000,1263.0822,4.8178,0.1904,1349.8000,1331.4574,18.3426,0.6841,0.0093,4.0167,0.2564,16.8922,-0.0639,-92.6289,13.5248,58.3963,-0.0069,2828.4271,894
11929.0000,-5683444.2710,-511465.7293,3.0000,100.0000,99.8883,0.1117,0.0559,100.0000,99.8653,0.1347,0.0674,27.3600,26.9698,0.3902,0.7181,26.6300,26.3157,0.3143,0.5935,1.0000,1.0027,-0.0027,-0.1348,1.0000,1.0789,-0.0789,-3.7969,1261.1000,1263.9861,-2.8861,-0.1143,1351.8000,1331.1721,20.6279,0.7688,0.0230,9.3488,-0.0759,-10.7760,-0.0762,-93.3865,23.5140,100.0000,-0.0084,2236.0680,878
11929.0000,-5683444.2710,-511465.7293,3.0000,100.0000,99.8883,0.1117,0.0559,100.0000,99.8653,0.1347,0.0674,27.3600,26.9698,0.3902,0.7181,26.6300,26.3157,0.3143,0.5935,1.0000,1.0027,-0.0027,-0.1348,1.0000,1.0789,-0.0789,-3.7969,1261.1000,1263.9861,-2.8861,-0.1143,1351.8000,1331.1721,20.6279,0.7688,0.0230,9.3488,-0.0759,-10.7760,-0.0762,-93.3865,23.5140,100.0000,-0.0084,2236.0680,878
11930.0000,-5682444.2710,-511465.7293,2.0000,100.0000,99.9634,0.0366,0.0183,100.0000,99.9037,0.0963,0.0482,27.1400,27.3193,-0.1793,-0.3293,26.6400,26.6412,-0.0012,-0.0022,1.0000,1.0007,-0.0007,-0.0357,1.0000,1.0092,-0.0092,-0.4582,1271.6000,1257.4962,14.1038,0.5577,1351.8000,1332.9698,18.8302,0.7014,0.0596,44.8702,0.1782,98.6857,-0.0085,-85.5994,4.7263,14.3509,-0.0006,1414.2136,863
11931.0000,-5681444.2710,-511465.7293,2.0000,100.0000,99.9730,0.0270,0.0135,100.0000,99.9531,0.0469,0.0235,27.3300,27.4649,-0.1349,-0.2461,26.9400,26.5672,0.3728,0.6968,1.0000,1.0070,-0.0070,-0.3469,1.0000,1.0168,-0.0168,-0.8309,1266.1000,1268.8130,-2.7130,-0.1070,1324.6000,1354.0846,-29.4846,-1.1007,0.0199,26.9042,0.5077,100.0000,-0.0098,-41.2938,-26.7716,-83.1480,0.0013,1000.0000,847
12113.0000,-5699444.2710,-512465.7293,2.0000,100.0000,99.9750,0.0250,0.0125,100.0000,99.9786,0.0214,0.0107,29.6300,27.9935,1.6365,2.8400,27.7700,26.9801,0.7899,1.4427,1.0000,1.0026,-0.0026,-0.1301,1.0000,1.0095,-0.0095,-0.4730,1296.9000,1265.0782,31.8218,1.2421,1357.3000,1339.5227,17.7773,0.6592,-0.0037,-7.9218,-0.8466,-34.8915,-0.0069,-56.9632,-14.0445,-28.3160,-0.0004,1000.0000,1099
12114.0000,-5698444.2710,-512465.7293,2.0000,77.0000,99.9082,-22.9082,-12.9492,100.0000,99.8549,0.1451,0.0726,28.5800,28.0013,0.5787,1.0228,27.6400,27.0531,0.5869,1.0731,1.0000,1.0055,-0.0055,-0.2754,1.0000,1.0128,-0.0128,-0.6347,1292.0000,1263.9573,28.0427,1.0971,1375.4000,1331.9235,43.4765,1.6059,23.0533,100.0000,0.0082,0.7018,-0.0073,-39.6348,15.4338,21.5800,-0.0002,1414.2136,1088
12115.0000,-5697444.2710,-512465.7293,3.0000,99.0000,99.7798,-0.7798,-0.3923,77.0000,99.7973,-22.7973,-12.8946,26.9300,27.4904,-0.5604,-1.0297,26.0100,26.9074,-0.8974,-1.6959,1.0000,1.0008,-0.0008,-0.0377,1.0000,1.0963,-0.0963,-4.5921,1288.4000,1270.3419,18.0581,0.7057,1238.2000,1341.1224,-102.9224,-3.9903,-22.0175,-93.3852,-0.3371,-23.1209,-0.0955,-98.4467,-120.9805,-100.0000,0.0287,2236.0680,1078
12116.0000,-5696444.2710,-512465.7293,3.0000,100.0000,99.7643,0.2357,0.1180,99.0000,99.7828,-0.7828,-0.3938,22.0000,27.4731,-5.4731,-11.0628,21.5800,26.8788,-5.2988,-10.9347,1.0000,1.0008,-0.0008,-0.0410,1.0000,1.1134,-0.1134,-5.3649,1264.2000,1269.9097,-5.7097,-0.2253,1319.1000,1341.2112,-22.1112,-0.8312,-1.0185,-100.0000,0.1743,1.6179,-0.1126,-98.5621,-16.4015,-58.9537,0.0411,2828.4271,1068
12117.0000,-5695444.2710,-512465.7293,4.0000,100.0000,99.9567,0.0433,0.0217,100.0000,99.9464,0.0536,0.0268,24.6800,27.7823,-3.1023,-5.9134,24.3000,27.0720,-2.7720,-5.3959,1.0000,1.0000,0.0000,0.0000,1.0000,1.0198,-0.0198,-0.9797,1250.9000,1262.7286,-11.8286,-0.4706,1347.4000,1337.8566,9.5434,0.3554,0.0103,10.6040,0.3303,5.6235,-0.0198,-100.0000,21.3720,100.0000,0.0033,3605.5513,1056
12118.0000,-5694444.2710,-512465.7293,4.0000,100.0000,99.9067,0.0933,0.0467,100.0000,99.8269,0.1731,0.0866,29.2200,27.5195,1.7005,2.9970,28.7500,26.6973,2.0527,3.7021,1.0000,1.0010,-0.0010,-0.0481,1.0000,1.0230,-0.0230,-1.1393,1252.2000,1264.5534,-12.3534,-0.4908,1332.3000,1332.1520,0.1480,0.0056,0.0798,29.9488,0.3522,9.3836,-0.0221,-91.9769,12.5014,100.0000,-0.0004,4242.6407,1043
12119.0000,-5693444.2710,-512465.7293,5.0000,100.0000,99.9391,0.0609,0.0305,100.0000,99.8910,0.1090,0.0545,26.9300,27.3687,-0.4387,-0.8080,27.5400,26.5908,0.9492,1.7535,1.0000,1.0006,-0.0006,-0.0311,1.0000,1.0221,-0.0221,-1.0908,1302.0000,1262.5746,39.4254,1.5373,1368.7000,1332.8024,35.8976,1.3288,0.0481,28.2974,1.3879,100.0000,-0.0214,-94.5076,-3.5279,-4.6837,-0.0019,5000.0000,1031
12120.0000,-5692444.2710,-512465.7293,5.0000,100.0000,99.8825,0.1175,0.0588,100.0000,99.8612,0.1388,0.0694,26.2200,27.1840,-0.9640,-1.8050,25.8000,26.4457,-0.6457,-1.2358,1.0000,1.0014,-0.0014,-0.0677,1.0000,1.0246,-0.0246,-1.2153,1225.0000,1261.7222,-36.7222,-1.4767,1344.2000,1332.8316,11.3684,0.4247,0.0213,8.3146,0.3183,19.7745,-0.0233,-89.5677,48.0907,100.0000,-0.0036,5656.8542,1017
12121.0000,-5691444.2710,-512465.7293,6.0000,100.0000,99.9385,0.0615,0.0308,100.0000,99.8912,0.1088,0.0544,26.5900,27.3087,-0.7187,-1.3334,25.8200,26.5447,-0.7247,-1.3839,1.0000,1.0006,-0.0006,-0.0323,1.0000,1.0251,-0.0251,-1.2401,1306.1000,1262.5665,43.5335,1.6948,1346.1000,1331.5255,14.5745,0.5443,0.0474,27.8014,-0.0060,-0.4130,-0.0245,-94.9903,-28.9591,-49.8366,-0.0018,6403.1242,1002
12122.0000,-5690444.2710,-512465.7293,6.0000,100.0000,99.9204,0.0796,0.0398,100.0000,99.8994,0.1006,0.0503,28.2100,27.2523,0.9577,1.7267,28.1500,26.5040,1.6460,3.0117,1.0000,1.0007,-0.0007,-0.0338,1.0000,1.0258,-0.0258,-1.2717,1296.7000,1262.6951,34.0049,1.3286,1191.4000,1332.0602,-140.6602,-5.5741,0.0209,11.6227,0.6884,26.4379,-0.0251,-94.8891,-174.6651,-100.0000,-0.0027,7071.0678,988
12123.0000,-5689444.2710,-512465.7293,6.0000,100.0000,99.8762,0.1238,0.0619,100.0000,99.8639,0.1361,0.0681,28.4900,26.9638,1.5262,2.7522,27.6000,26.2747,1.3253,2.4599,1.0000,1.0026,-0.0026,-0.1313,1.0000,1.0464,-0.0464,-2.2665,1333.9000,1262.0096,71.8904,2.7694,1201.5000,1331.8763,-130.3763,-5.1463,0.0124,4.7614,-0.2009,-7.0460,-0.0438,-89.2719,-202.2667,-100.0000,-0.0076,7071.0678,974
12124.0000,-5688444.2710,-512465.7293,6.0000,100.0000,99.8602,0.1398,0.0699,100.0000,99.8454,0.1546,0.0774,28.4500,26.9529,1.4971,2.7022,26.9100,26.2539,0.6561,1.2342,1.0000,1.0028,-0.0028,-0.1395,1.0000,1.0573,-0.0573,-2.7851,1292.3000,1262.5225,29.7775,1.1655,1332.3000,1332.1524,0.1476,0.0055,0.0148,5.0300,-0.8410,-39.0563,-0.0545,-90.7008,-29.6298,-99.0132,-0.0101,6403.1242,960
12125.0000,-5687444.2710,-512465.7293,5.0000,100.0000,99.8622,0.1378,0.0690,100.0000,99.8498,0.1502,0.0751,27.1800,26.9367,0.2433,0.4496,26.3600,26.2414,0.1186,0.2255,1.0000,1.0028,-0.0028,-0.1387,1.0000,1.0639,-0.0639,-3.0961,1311.5000,1262.3277,49.1723,1.9105,1346.0000,1331.7125,14.2875,0.5336,0.0123,4.2793,-0.1247,-34.4586,-0.0611,-91.6704,-34.8847,-54.9714,-0.0089,5656.8542,944
12126.0000,-5686444.2710,-512465.7293,5.0000,100.0000,99.8995,0.1005,0.0503,100.0000,99.8769,0.1231,0.0616,27.3000,27.0432,0.2568,0.4725,26.4400,26.3382,0.1018,0.1929,1.0000,1.0015,-0.0015,-0.0747,1.0000,1.0566,-0.0566,-2.7544,1324.8000,1261.7370,63.0630,2.4381,1371.9000,1331.3169,40.5831,1.5013,0.0225,10.0763,-0.1550,-43.2175,-0.0552,-94.8537,-22.4799,-21.6891,-0.0054,5000.0000,928
12127.0000,-5685444.2710,-512465.7293,4.0000,100.0000,99.8843,0.1157,0.0579,100.0000,99.8722,0.1278,0.0639,28.3200,26.9812,1.3388,2.4209,28.0200,26.2991,1.7209,3.1681,1.0000,1.0026,-0.0026,-0.1274,1.0000,1.0649,-0.0649,-3.1407,1300.3000,1261.4642,38.8358,1.5160,1208.2000,1330.8819,-122.6819,-4.8317,0.0121,4.9728,0.3821,12.4883,-0.0623,-92.4296,-161.5177,-100.0000,-0.0070,4242.6407,913
12128.0000,-5684444.2710,-512465.7293,4.0000,100.0000,99.8914,0.1086,0.0543,100.0000,99.8750,0.1250,0.0625,27.0900,27.0057,0.0843,0.1559,26.3700,26.3332,0.0368,0.0699,1.0000,1.0025,-0.0025,-0.1228,1.0000,1.0663,-0.0663,-3.2104,1290.0000,1261.6435,28.3565,1.1113,1231.7000,1330.7675,-99.0675,-3.8661,0.0163,6.9987,-0.0475,-39.2134,-0.0639,-92.8525,-127.4240,-100.0000,-0.0064,3605.5513,897
12129.0000,-5683444.2710,-512465.7293,3.0000,100.0000,99.8910,0.1090,0.0545,100.0000,99.8754,0.1246,0.0624,26.6700,26.9908,-0.3208,-0.5979,25.9000,26.3259,-0.4259,-0.8155,1.0000,1.0024,-0.0024,-0.1217,1.0000,1.0716,-0.0716,-3.4567,1259.4000,1261.7164,-2.3164,-0.0919,1352.4000,1330.4584,21.9416,0.8178,0.0156,6.6780,-0.1051,-14.0691,-0.0692,-93.4196,24.2580,100.0000,-0.0069,2828.4271,881
12129.0000,-5683444.2710,-512465.7293,3.0000,100.0000,99.8910,0.1090,0.0545,100.0000,99.8754,0.1246,0.0624,26.6700,26.9908,-0.3208,-0.5979,25.9000,26.3259,-0.4259,-0.8155,1.0000,1.0024,-0.0024,-0.1217,1.0000,1.0716,-0.0716,-3.4567,1259.4000,1261.7164,-2.3164,-0.0919,1352.4000,1330.4584,21.9416,0.8178,0.0156,6.6780,-0.1051,-14.0691,-0.0692,-93.4196,24.2580,100.0000,-0.0069,2828.4271,881
12130.0000,-5682444.2710,-512465.7293,3.0000,100.0000,99.8849,0.1151,0.0576,100.0000,99.8653,0.1347,0.0674,27.0400,26.9278,0.1122,0.2078,26.3700,26.2907,0.0793,0.1505,1.0000,1.0025,-0.0025,-0.1266,1.0000,1.0834,-0.0834,-4.0017,1205.1000,1262.2511,-57.1511,-2.3163,1322.7000,1329.6670,-6.9670,-0.2627,0.0196,7.8450,-0.0329,-17.1882,-0.0808,-94.0970,50.1841,78.2682,-0.0091,2236.0680,865
12131.0000,-5681444.2710,-512465.7293,2.0000,100.0000,99.9705,0.0295,0.0147,100.0000,99.9112,0.0888,0.0444,27.1000,27.4602,-0.3602,-0.6602,27.0100,26.8175,0.1925,0.3576,1.0000,1.0006,-0.0006,-0.0313,1.0000,1.0067,-0.0067,-0.3316,1256.5000,1264.0826,-7.5826,-0.3008,1337.6000,1330.7359,6.8641,0.2572,0.0593,50.1355,0.5527,100.0000,-0.0060,-82.7913,14.4467,100.0000,-0.0010,1414.2136,849
12132.0000,-5680444.2710,-512465.7293,2.0000,100.0000,99.9784,0.0216,0.0108,100.0000,99.9308,0.0692,0.0346,27.8400,27.6572,0.1828,0.3295,27.3600,27.0223,0.3377,0.6209,1.0000,1.0005,-0.0005,-0.0239,1.0000,1.0067,-0.0067,-0.3330,1286.6000,1269.7602,16.8398,0.6587,1386.8000,1330.4207,56.3793,2.0749,0.0476,52.3614,0.1548,29.7440,-0.0062,-86.6579,39.5395,54.0016,-0.0011,1000.0000,833
12314.0000,-5698444.2710,-513465.7293,2.0000,98.0000,99.9463,-1.9463,-0.9832,100.0000,99.9136,0.0864,0.0432,29.4800,28.1395,1.3405,2.3265,28.7200,27.1403,1.5797,2.8280,1.0000,1.0008,-0.0008,-0.0408,1.0000,1.0093,-0.0093,-0.4647,1312.4000,1273.2900,39.1100,1.5126,1373.8000,1340.3691,33.4309,1.2317,2.0326,100.0000,0.2392,8.1912,-0.0085,-83.9343,-5.6791,-7.8288,-0.0020,1000.0000,1091
12315.0000,-5697444.2710,-513465.7293,2.0000,81.0000,99.9353,-18.9353,-10.4652,98.0000,99.8702,-1.8702,-0.9451,28.2600,28.2006,0.0594,0.1052,26.9400,27.1288,-0.1888,-0.3491,1.0000,1.0005,-0.0005,-0.0259,1.0000,1.0026,-0.0026,-0.1290,1258.1000,1265.3485,-7.2485,-0.2872,1319.2000,1337.3266,-18.1266,-0.6823,17.0651,82.0224,-0.2482,-100.0000,-0.0021,-66.5456,-10.8781,-42.8692,-0.0019,1414.2136,1081
12316.0000,-5696444.2710,-513465.7293,3.0000,100.0000,99.8315,0.1685,0.0843,81.0000,99.7621,-18.7621,-10.3794,24.3900,27.5551,-3.1651,-6.0932,23.6300,26.9544,-3.3244,-6.5719,1.0000,1.0013,-0.0013,-0.0647,1.0000,1.1124,-0.1124,-5.3224,1324.5000,1269.8413,54.6587,2.1068,1217.1000,1342.0956,-124.9956,-4.8842,-18.9305,-100.0000,-0.1593,-2.4542,-0.1111,-97.7216,-179.6543,-100.0000,0.0724,2236.0680,1070
12317.0000,-5695444.2710,-513465.7293,3.0000,100.0000,99.9371,0.0629,0.0315,100.0000,99.8394,0.1606,0.0804,18.9200,27.8349,-8.9149,-19.0673,18.4400,26.9398,-8.4998,-18.7304,1.0000,1.0007,-0.0007,-0.0366,1.0000,1.0043,-0.0043,-0.2145,1297.2000,1266.6776,30.5224,1.1905,1365.7000,1332.7352,32.9648,1.2216,0.0977,43.7087,0.4151,2.3835,-0.0036,-70.8855,2.4423,3.8470,-0.0006,2828.4271,1059
12318.0000,-5694444.2710,-513465.7293,4.0000,100.0000,99.8321,0.1679,0.0840,100.0000,99.8328,0.1672,0.0836,22.2500,26.9869,-4.7369,-9.6206,21.7700,26.2690,-4.4990,-9.3652,1.0000,1.0026,-0.0026,-0.1305,1.0000,1.0367,-0.0367,-1.8025,1216.7000,1262.0284,-45.3284,-1.8287,1324.3000,1333.7372,-9.4372,-0.3550,-0.0008,-0.2295,0.2379,2.5761,-0.0341,-86.7039,35.8912,65.5361,-0.0173,3605.5513,1047
12319.0000,-5693444.2710,-513465.7293,4.0000,100.0000,99.8563,0.1437,0.0719,100.0000,99.8561,0.1439,0.0720,26.3300,27.0557,-0.7257,-1.3594,26.2800,26.3232,-0.0432,-0.0822,1.0000,1.0024,-0.0024,-0.1223,1.0000,1.0348,-0.0348,-1.7091,1168.5000,1261.0446,-92.5446,-3.8091,1320.8000,1333.1479,-12.3479,-0.4653,0.0002,0.0722,0.6825,88.7575,-0.0323,-86.8461,80.1967,76.4561,-0.0094,4242.6407,1034
12320.0000,-5692444.2710,-513465.7293,5.0000,100.0000,99.8528,0.1472,0.0737,100.0000,99.8498,0.1502,0.0752,25.8000,26.9587,-1.1587,-2.1961,25.5500,26.2496,-0.6996,-1.3506,1.0000,1.0026,-0.0026,-0.1279,1.0000,1.0384,-0.0384,-1.8818,1285.2000,1261.0964,24.1036,0.9466,1358.9000,1332.0244,26.8756,0.9988,0.0030,1.0202,0.4590,24.7019,-0.0358,-87.4769,2.7721,5.4377,-0.0097,5000.0000,1021
12321.0000,-5691444.2710,-513465.7293,5.0000,100.0000,99.8586,0.1414,0.0708,100.0000,99.8509,0.1491,0.0746,26.6400,26.9494,-0.3094,-0.5773,25.4300,26.2390,-0.8090,-1.5657,1.0000,1.0026,-0.0026,-0.1286,1.0000,1.0407,-0.0407,-1.9949,1265.3000,1260.6606,4.6394,0.1837,1333.3000,1331.6251,1.6749,0.0629,0.0077,2.6472,-0.4996,-44.6708,-0.0381,-88.0980,-2.9644,-46.9475,-0.0091,5656.8542,1006
12322.0000,-5690444.2710,-513465.7293,6.0000,100.0000,99.8821,0.1179,0.0590,100.0000,99.8808,0.1192,0.0596,28.1700,27.0978,1.0722,1.9400,27.7500,26.3427,1.4073,2.6016,1.0000,1.0014,-0.0014,-0.0677,1.0000,1.0288,-0.0288,-1.4210,1296.1000,1259.2514,36.8486,1.4420,1355.1000,1331.9504,23.1496,0.8615,0.0014,0.5709,0.3351,13.5144,-0.0275,-91.0182,-13.6990,-22.8324,-0.0040,6403.1242,993
12323.0000,-5689444.2710,-513465.7293,6.0000,100.0000,99.8477,0.1523,0.0762,100.0000,99.8377,0.1623,0.0812,28.1100,26.9216,1.1884,2.1595,27.5700,26.2048,1.3652,2.5386,1.0000,1.0027,-0.0027,-0.1359,1.0000,1.0539,-0.0539,-2.6266,1284.2000,1260.4226,23.7774,0.9344,1318.1000,1331.3067,-13.2067,-0.4985,0.0101,3.1946,0.1767,6.9208,-0.0512,-90.3961,-36.9841,-100.0000,-0.0093,7211.1026,978
12324.0000,-5688444.2710,-513465.7293,6.0000,100.0000,99.9400,0.0600,0.0300,100.0000,99.9009,0.0991,0.0496,27.7300,27.2452,0.4848,0.8818,26.8600,26.4988,0.3612,0.6769,1.0000,1.0007,-0.0007,-0.0326,1.0000,1.0302,-0.0302,-1.4871,1274.1000,1261.4643,12.6357,0.4983,1328.6000,1329.7658,-1.1658,-0.0439,0.0391,24.5974,-0.1236,-14.6122,-0.0295,-95.7670,-13.8015,-100.0000,-0.0013,7071.0678,962
