pointID,X,Y,Buffer_type,Area2000,Area2020,H2000,H2020,PD2000,PD2020,NPP2000,NPP2020,NTL2000,NTL2020,Windowflag,ForestChange,Plantations
24013,-5799444.271,-572465.7293,1,100,100,26.36,24.64,1,1,1282.3,1321.2,0,0,0,0,0
24014,-5798444.271,-572465.7293,1,100,100,26.44,25.44,1,1,1299.5,1335.5,0,0,0,0,0
24015,-5797444.271,-572465.7293,1,100,100,26.11,25.1,1,1,1237.9,1254,0,0,0,0,0
24016,-5796444.271,-572465.7293,1,100,100,28.27,27.45,1,1,1315,1346.6,0,0,0,0,0
24017,-5795444.271,-572465.7293,1,100,100,27.98,27.09,1,1,1280.8,1321,0,0,0,0,0
24018,-5794444.271,-572465.7293,1,100,100,27.78,26.92,1,1,1189.9,1333.9,0,0,0,0,0
24019,-5793444.271,-572465.7293,1,100,100,27.68,26.42,1,1,1303.9,1352.3,0,0,0,0,0
24020,-5792444.271,-572465.7293,1,100,100,27.49,26.91,1,1,1279.4,1353.9,0,0,0,0,0
24021,-5791444.271,-572465.7293,1,100,100,28.07,27.4,1,1,1217.8,1250.8,0,0,0,0,0
24022,-5790444.271,-572465.7293,1,100,100,28.05,27.56,1,1,1185.8,1321.7,0,0,0,0,0
24023,-5789444.271,-572465.7293,1,100,100,28.2,27.55,1,1,1277.8,1350,0,0,0,0,0
24024,-5788444.271,-572465.7293,1,100,100,28.02,26.71,1,1,1303,1375.6,0,0,0,0,0
24025,-5787444.271,-572465.7293,1,100,100,25.5,25.24,1,1,1308.6,1391.8,0,0,0,0,0
24026,-5786444.271,-572465.7293,1,100,100,26.05,26.15,1,1,1343.2,1366.2,0,0,0,0,0
24027,-5785444.271,-572465.7293,1,100,100,26.99,26.65,1,1,1290,1370.7,0,0,0,0,0
24028,-5784444.271,-572465.7293,1,100,100,27.97,27.2,1,1,1350.2,1347.3,0,0,0,0,0
24029,-5783444.271,-572465.7293,1,100,100,27.91,27.55,1,1,1317.9,1384.7,0,0,0,0,0
24030,-5782444.271,-572465.7293,1,100,100,28.05,27.82,1,1,1333,1368.3,0,0,0,0,0
24031,-5781444.271,-572465.7293,1,100,100,28.33,28.19,1,1,1324.2,1391.1,0,0,0,0,0
24032,-5780444.271,-572465.7293,1,100,100,27.86,27.27,1,1,1360.2,1373.3,0,0,0,0,0
24033,-5779444.271,-572465.7293,1,100,100,25.02,24.29,1,1,1268.2,1365.1,0,0,0,0,0
24034,-5778444.271,-572465.7293,1,100,100,25.22,24.64,1,1,1259,1343,0,0,0,0,0
24035,-5777444.271,-572465.7293,1,100,100,22.82,21.82,1,1,1286,1360.5,0,0,0,0,0
24036,-5776444.271,-572465.7293,1,100,100,23.7,23.27,1,1,1325.3,1329.4,0,0,0,0,0
24037,-5775444.271,-572465.7293,1,100,100,23.24,22.09,1,1,1317,1387.3,0,0,0,0,0
24038,-5774444.271,-572465.7293,1,100,100,22.07,21.35,1,1,1297.3,1367.7,0,0,0,0,0
24039,-5773444.271,-572465.7293,1,100,100,22.34,21.81,1,1,1296.7,1319.1,0,0,0,0,0
24040,-5772444.271,-572465.7293,1,100,100,26.24,25.57,1,1,1274.2,1291.4,0,0,0,0,0
24041,-5771444.271,-572465.7293,1,100,100,25.85,25.02,1,1,1286.9,1327.1,0,0,0,0,0
24042,-5770444.271,-572465.7293,1,100,100,23.6,23.38,1,1,1257.7,1353.2,0,0,0,0,0
24043,-5769444.271,-572465.7293,1,100,100,27.13,26.25,1,1,1270.9,1337.1,0,0,0,0,0
24044,-5768444.271,-572465.7293,1,100,100,26.67,26.39,1,1,1280.9,1310.1,0,0,0,0,0
24045,-5767444.271,-572465.7293,1,100,100,26.65,25.55,1,1,1289.4,1367.3,0,0,0,0,0
24046,-5766444.271,-572465.7293,1,100,100,25.56,25.34,1,1,1244.7,1299.4,0,0,0,0,0
24047,-5765444.271,-572465.7293,1,100,100,24.51,20,1,5,1298.7,1359.7,0,0,0,0,0
24048,-5764444.271,-572465.7293,1,100,81,24.67,21.79,1,1,1273.2,1368.3,0,0,0,0,0
24049,-5763444.271,-572465.7293,1,100,95,25.14,24.79,1,1,1242.1,1369.7,0,0,0,0,0
24050,-5762444.271,-572465.7293,1,100,100,25.43,25.15,1,1,1258.2,1335.4,0,0,0,0,0
24051,-5761444.271,-572465.7293,1,100,100,24.49,24.75,1,1,1258.8,1340.5,0,0,1,0,0
24052,-5760444.271,-572465.7293,1,100,100,24.41,24.76,1,1,1270.5,1379.4,0,0,1,0,0
24053,-5759444.271,-572465.7293,1,100,100,25.49,25.3,1,1,1260.7,1318.7,0,0,1,0,0
24054,-5758444.271,-572465.7293,1,100,100,25.59,25.4,1,1,1260.8,1368.3,0,0,1,0,0
24055,-5757444.271,-572465.7293,1,100,100,27.25,26.56,1,1,1257.1,1349.3,0,0,1,0,0
24056,-5756444.271,-572465.7293,1,100,100,26.74,26.17,1,1,1302.8,1374.1,0,0,1,0,0
24057,-5755444.271,-572465.7293,1,100,100,26.65,25.91,1,1,1249.7,1376.1,0,0,1,0,0
24058,-5754444.271,-572465.7293,1,100,100,26.23,25.67,1,1,1296.3,1344.5,0,0,1,0,0
24059,-5753444.271,-572465.7293,1,100,100,24.27,22.8,1,1,1303.4,1355.9,0,0,1,0,0
24060,-5752444.271,-572465.7293,1,100,100,21.41,20.83,1,1,1286.6,1300.4,0,0,1,0,0
24061,-5751444.271,-572465.7293,1,100,100,19.66,18.37,1,1,1286.8,1330.4,0,0,1,0,0
24062,-5750444.271,-572465.7293,1,100,100,21.98,20.81,1,1,1291,1334.8,0,0,1,0,0
24063,-5749444.271,-572465.7293,1,100,100,20.96,20.03,1,1,1259,1322.7,0,0,1,0,0
24064,-5748444.271,-572465.7293,1,100,100,22.23,21.31,1,1,1288.5,1374.6,0,0,1,0,0
24065,-5747444.271,-572465.7293,1,100,100,26.42,25.76,1,1,1259.5,1359.3,0,0,1,0,0
24066,-5746444.271,-572465.7293,1,100,100,26.98,26.25,1,1,1293.8,1355.4,0,0,1,0,0
24067,-5745444.271,-572465.7293,1,100,100,23.72,23.15,1,1,1302.2,1346.9,0,0,1,0,0
24068,-5744444.271,-572465.7293,1,100,100,25.14,24.31,1,1,1293.2,1342.4,0,0,1,0,0
24069,-5743444.271,-572465.7293,1,100,100,25.9,24.82,1,1,1264.5,1318.9,0,0,1,0,0
24070,-5742444.271,-572465.7293,1,100,100,22.99,22.38,1,1,1294.1,1324,0,0,1,0,0
24071,-5741444.271,-572465.7293,1,100,100,24.86,24.27,1,1,1283.5,1359.9,0,0,1,-1,0
24072,-5740444.271,-572465.7293,1,100,100,23.97,22.99,1,1,1310.1,1332,0,0,1,-40,0
24073,-5739444.271,-572465.7293,1,100,100,27.18,25.88,1,1,1335.2,1332.5,0,0,1,-21,0
24074,-5738444.271,-572465.7293,1,100,100,25.32,24.11,1,1,1331.7,1280.8,0,0,1,0,0
24075,-5737444.271,-572465.7293,1,100,98,27.2,26.54,1,1,1277.7,1279.2,0,0,1,0,0
24076,-5736444.271,-572465.7293,1,100,100,27.55,26.72,1,1,1323.5,1293.2,0,0,1,-18,0
24077,-5735444.271,-572465.7293,1,100,100,27.66,26.93,1,1,1224.2,1329.9,0,0,1,-4,0
24078,-5734444.271,-572465.7293,1,100,100,27.84,27.7,1,1,1256.2,1326.5,0,0,1,-55,0
24079,-5733444.271,-572465.7293,1,100,100,27.45,26.96,1,1,1271.8,1304.1,0,0,1,-35,0
24080,-5732444.271,-572465.7293,1,100,100,27.47,27.21,1,1,1328,1326.3,0,0,1,-27,0
24081,-5731444.271,-572465.7293,1,100,100,28.09,27.5,1,1,1285.6,1319.4,0,0,1,-81,0
24082,-5730444.271,-572465.7293,1,100,100,27.33,26.88,1,1,1274.9,1335.3,0,0,1,-34,0
24083,-5729444.271,-572465.7293,1,100,100,28.11,28.03,1,1,1307.4,1329.5,0,0,1,-2,0
24084,-5728444.271,-572465.7293,1,100,100,28.59,27.78,1,1,1238.1,1331.5,0,0,1,-41,0
24085,-5727444.271,-572465.7293,1,100,100,28.31,27.51,1,1,1282,1337.4,0,0,1,-73,0
24086,-5726444.271,-572465.7293,1,100,100,27.55,26.59,1,1,1297.3,1351.2,0,0,1,-19,0
24087,-5725444.271,-572465.7293,1,100,100,28.82,27.77,1,1,1318.5,1319.6,0,0,1,-17,0
24088,-5724444.271,-572465.7293,1,100,100,28.39,27.48,1,1,1239.4,1281.1,0,0,1,-52,0
24089,-5723444.271,-572465.7293,1,100,100,28.04,26.33,1,1,1284.9,1336.5,0,0,1,-81,0
24090,-5722444.271,-572465.7293,1,100,100,27.98,26.8,1,1,1302.8,1340.2,0,0,1,-21,0
24091,-5721444.271,-572465.7293,1,100,100,27.16,25.91,1,1,1263.4,1350.5,0,0,1,-8,0
24092,-5720444.271,-572465.7293,1,100,100,25.62,24.2,1,1,1263.1,1329.2,0,0,1,-67,0
24093,-5719444.271,-572465.7293,1,100,100,26.32,25.2,1,1,1284.3,1306.5,0,0,1,-26,0
24094,-5718444.271,-572465.7293,1,100,100,28.02,26.31,1,1,1304,1348.5,0,0,1,-16,0
24095,-5717444.271,-572465.7293,1,100,100,26.38,24.69,1,1,1310.1,1319.5,0,0,1,-41,0
24096,-5716444.271,-572465.7293,1,100,100,24.75,23.91,1,1,1247.9,1304.3,0,0,1,-37,0
24097,-5715444.271,-572465.7293,1,100,100,27.23,25.97,1,1,1261.3,1317.5,0,0,1,-39,0
24098,-5714444.271,-572465.7293,1,100,100,26.77,25.45,1,1,1307.4,1339.2,0,0,1,-70,0
24099,-5713444.271,-572465.7293,1,100,100,25.71,24.61,1,1,1256.1,1311,0,0,1,-50,0
24100,-5712444.271,-572465.7293,1,100,100,25.38,24.07,1,1,1245.3,1345.6,0,0,1,-71,0
24101,-5711444.271,-572465.7293,1,100,100,25.73,24.92,1,1,1243.4,1359.9,0,0,1,-93,0
24102,-5710444.271,-572465.7293,1,100,100,25.73,24.73,1,1,1244,1292.5,0,0,1,-31,0
24103,-5709444.271,-572465.7293,1,100,100,25.98,24.94,1,1,1274,1316.1,0,0,1,-44,0
24104,-5708444.271,-572465.7293,1,100,100,27.4,26.12,1,1,1133.6,1312.1,0,0,1,-42,0
24105,-5707444.271,-572465.7293,1,100,100,26.86,25.88,1,1,1218.5,1325.1,0,0,1,-8,0
24106,-5706444.271,-572465.7293,1,100,100,26.87,25.48,1,1,1258.1,1353.7,0,0,1,-1,0
24107,-5705444.271,-572465.7293,1,100,100,25.55,24.57,1,1,1227.2,1258.5,0,0,1,-27,0
24108,-5704444.271,-572465.7293,1,83,100,23.09,22,1,1,1241.2,1334.8,0,0,1,-55,0
24109,-5703444.271,-572465.7293,1,100,83,23.85,23.18,1,1,1259.6,1330.8,0,0,1,-74,0
24110,-5702444.271,-572465.7293,1,100,100,27.35,26.28,1,1,1223,1316.7,0,0,1,-69,0
24111,-5701444.271,-572465.7293,1,100,100,27.34,26.29,1,1,1224.5,1323.4,0,0,1,-70,0
24112,-5700444.271,-572465.7293,1,100,100,27.23,26.18,1,1,1132.6,1320.5,0,0,1,0,0
24113,-5699444.271,-572465.7293,1,100,100,26.94,25.46,1,1,1309.2,1333.5,0,0,1,0,0
24114,-5698444.271,-572465.7293,1,100,100,25.14,24.28,1,1,1253,1348.3,0,0,1,0,0
24115,-5697444.271,-572465.7293,1,100,100,25.72,24.84,1,1,1249,1307.7,0,0,1,0,0
24116,-5696444.271,-572465.7293,1,100,100,26.64,26.37,1,1,1236,1297.1,0,0,1,0,0
24117,-5695444.271,-572465.7293,1,100,100,25.66,25.46,1,1,1231.9,1309.8,0,0,1,0,0
24118,-5694444.271,-572465.7293,1,100,100,24.87,23.85,1,1,1222,1313.5,0,0,1,0,0
24119,-5693444.271,-572465.7293,1,100,100,25.79,24.18,1,1,1204.8,1289.7,0,0,1,0,0
24120,-5692444.271,-572465.7293,1,100,100,25.42,24.58,1,1,1118.4,1332.6,0,0,1,0,0
24121,-5691444.271,-572465.7293,1,100,100,23.65,22.31,1,1,1243.7,1301.1,0,0,1,0,0
24122,-5690444.271,-572465.7293,1,100,100,25.1,23.86,1,1,1247.6,1288.5,0,0,1,0,0
24123,-5689444.271,-572465.7293,1,100,100,24.13,22.9,1,1,1254.2,1220.6,0,0,1,0,0
24124,-5688444.271,-572465.7293,1,100,100,22.5,21.63,1,1,1242.1,1304.6,0,0,1,0,0
24125,-5687444.271,-572465.7293,1,100,100,24.3,23.24,1,1,1233.8,1296.4,0,0,1,0,0
24126,-5686444.271,-572465.7293,1,100,100,25.58,24.67,1,1,1195.4,1330,0,0,1,0,0
24127,-5685444.271,-572465.7293,1,100,100,24.88,24.31,1,1,1231,1304.5,0,0,1,0,0
24128,-5684444.271,-572465.7293,1,100,100,25.64,25.24,1,1,1257.2,1308.4,0,0,1,0,0
24129,-5683444.271,-572465.7293,1,100,100,24.25,24.02,1,1,1278.8,1300.6,0,0,1,0,0
24201,-5811444.271,-573465.7293,1,100,100,24.69,24.02,1,1,1281.5,1326.9,0,0,0,0,0
24202,-5810444.271,-573465.7293,1,100,100,25.11,24.26,1,1,1286.4,1371.5,0,0,0,0,0
24203,-5809444.271,-573465.7293,1,100,100,24.05,23.76,1,1,1266.1,1345.9,0,0,0,0,0
24204,-5808444.271,-573465.7293,1,100,100,24.91,24.83,1,1,1265.3,1347.7,0,0,0,0,0
24205,-5807444.271,-573465.7293,1,100,100,25.35,25.36,1,1,1242.7,1305,0,0,0,0,0
24206,-5806444.271,-573465.7293,1,100,100,26.39,25.68,1,1,1272,1347.1,0,0,0,0,0
24207,-5805444.271,-573465.7293,1,100,100,26.68,25.66,1,1,1152,1368.7,0,0,0,0,0
24208,-5804444.271,-573465.7293,1,100,100,27.93,26.92,1,1,1263.8,1331.8,0,0,0,0,0
24209,-5803444.271,-573465.7293,1,100,100,26.54,25.09,1,1,1226.6,1227.7,0,0,0,0,0
24210,-5802444.271,-573465.7293,1,100,100,25.88,25.06,1,1,1266.7,1294.3,0,0,0,0,0
24211,-5801444.271,-573465.7293,1,100,100,27.11,26.47,1,1,1242.9,1273.7,0,0,0,0,0
24212,-5800444.271,-573465.7293,1,100,100,27.46,26.26,1,1,1246.9,1305.9,0,0,0,0,0
24213,-5799444.271,-573465.7293,1,100,100,27.43,26.39,1,1,1250,1343.8,0,0,0,0,0
24214,-5798444.271,-573465.7293,1,100,100,27.55,26.52,1,1,1120.6,1355.2,0,0,0,0,0
24215,-5797444.271,-573465.7293,1,100,100,27.71,26.72,1,1,1318.8,1314.1,0,0,0,0,0
24216,-5796444.271,-573465.7293,1,100,100,28.19,26.86,1,1,1293.2,1326,0,0,0,0,0
24217,-5795444.271,-573465.7293,1,100,100,27.2,26.31,1,1,1272,1326.9,0,0,0,0,0
24218,-5794444.271,-573465.7293,1,100,100,26.98,25.72,1,1,1246.5,1351,0,0,0,0,0
24219,-5793444.271,-573465.7293,1,100,100,26.89,25.71,1,1,1266,1278,0,0,0,0,0
24220,-5792444.271,-573465.7293,1,100,100,27.61,27.34,1,1,1274.6,1322.2,0,0,0,0,0
24221,-5791444.271,-573465.7293,1,100,100,27.9,27.61,1,1,1270.5,1350.4,0,0,0,0,0
24222,-5790444.271,-573465.7293,1,100,100,27.71,27.34,1,1,1210.1,1387.9,0,0,0,0,0
24223,-5789444.271,-573465.7293,1,100,100,27.44,27,1,1,1185.8,1400.3,0,0,0,0,0
24224,-5788444.271,-573465.7293,1,100,100,28.06,27.4,1,1,1319.3,1372,0,0,0,0,0
24225,-5787444.271,-573465.7293,1,100,100,26.62,26.8,1,1,1343.9,1342.6,0,0,0,0,0
24226,-5786444.271,-573465.7293,1,100,100,26.14,26.11,1,1,1355.4,1371.5,0,0,0,0,0
24227,-5785444.271,-573465.7293,1,100,100,28.3,27.53,1,1,1391.2,1270.7,0,0,0,0,0
24228,-5784444.271,-573465.7293,1,100,100,26.52,25.8,1,1,1314,1382.8,0,0,0,0,0
24229,-5783444.271,-573465.7293,1,100,100,28.2,27.57,1,1,1181.3,1327.9,0,0,0,0,0
24230,-5782444.271,-573465.7293,1,100,100,26.98,26.99,1,1,1353.1,1372.3,0,0,0,0,0
24231,-5781444.271,-573465.7293,1,100,100,27.7,27.42,1,1,1300.7,1370.4,0,0,0,0,0
24232,-5780444.271,-573465.7293,1,100,100,25.89,25.65,1,1,1349.1,1271.7,0,0,0,0,0
24233,-5779444.271,-573465.7293,1,100,100,23.82,23.13,1,1,1286.7,1389.1,0,0,0,0,0
24234,-5778444.271,-573465.7293,1,100,100,22.21,21.85,1,1,1203.5,1334.8,0,0,0,0,0
24235,-5777444.271,-573465.7293,1,100,100,21.89,21.31,1,1,1227.1,1324.7,0,0,0,0,0
24236,-5776444.271,-573465.7293,1,100,100,21.7,20.95,1,1,1256.7,1383.3,0,0,0,0,0
24237,-5775444.271,-573465.7293,1,100,100,24.95,24.42,1,1,1307.3,1386.8,0,0,0,0,0
24238,-5774444.271,-573465.7293,1,100,100,25.49,24.65,1,1,1273.5,1304.8,0,0,0,0,0
24239,-5773444.271,-573465.7293,1,100,100,23.67,22.91,1,1,1272.1,1261.8,0,0,0,0,0
24240,-5772444.271,-573465.7293,1,100,100,24.43,23.58,1,1,1285.4,1354.7,0,0,0,0,0
24241,-5771444.271,-573465.7293,1,100,100,25.89,25.26,1,1,1315.4,1342.9,0,0,0,0,0
24242,-5770444.271,-573465.7293,1,100,100,26.31,25.49,1,1,1278.7,1351.7,0,0,0,0,0
24243,-5769444.271,-573465.7293,1,100,100,25.51,25.23,1,1,1275.7,1375.9,0,0,0,0,0
24244,-5768444.271,-573465.7293,1,100,100,25.67,25.42,1,1,1211.4,1354.5,0,0,0,0,0
24245,-5767444.271,-573465.7293,1,100,100,25.47,26.01,1,1,1224.9,1382.9,0,0,0,0,0
24246,-5766444.271,-573465.7293,1,100,100,25.57,24.94,1,1,1275.6,1335.3,0,0,0,0,0
24247,-5765444.271,-573465.7293,1,100,100,25.54,24.88,1,1,1281.2,1333,0,0,0,0,0
24248,-5764444.271,-573465.7293,1,100,95,25.81,21.46,1,1,1263.9,1374,0,0,0,0,0
24249,-5763444.271,-573465.7293,1,100,100,25.91,25.68,1,1,1271.1,1383.9,0,0,0,0,0
24250,-5762444.271,-573465.7293,1,100,100,28.16,27.19,1,1,1299,1323.6,0,0,0,0,0
24251,-5761444.271,-573465.7293,1,100,100,26.96,26.06,1,1,1252,1387.6,0,0,1,0,0
24252,-5760444.271,-573465.7293,1,100,100,24.08,24.4,1,1,1253.2,1351,0,0,1,0,0
24253,-5759444.271,-573465.7293,1,100,100,27.48,26.41,1,1,1257,1317,0,0,1,0,0
24254,-5758444.271,-573465.7293,1,100,100,24.94,24.83,1,1,1266.9,1349.4,0,0,1,0,0
24255,-5757444.271,-573465.7293,1,100,100,24.65,24,1,1,1259.4,1380,0,0,1,0,0
24256,-5756444.271,-573465.7293,1,100,100,26.38,25.47,1,1,1285.4,1337,0,0,1,0,0
24257,-5755444.271,-573465.7293,1,100,100,25.81,25.01,1,1,1305.9,1327.6,0,0,1,0,0
24258,-5754444.271,-573465.7293,1,100,100,25.1,25.07,1,1,1223.2,1256,0,0,1,0,0
24259,-5753444.271,-573465.7293,1,100,100,26.14,25.31,1,1,1320.5,1336.1,0,0,1,0,0
24260,-5752444.271,-573465.7293,1,100,100,22.77,21.72,1,1,1268.3,1346.6,0,0,1,0,0
24261,-5751444.271,-573465.7293,1,100,100,22.5,21.02,1,1,1260.4,1340.8,0,0,1,0,0
24262,-5750444.271,-573465.7293,1,100,100,18.29,17.44,1,1,1320.5,1328.6,0,0,1,0,0
24263,-5749444.271,-573465.7293,1,100,100,23.35,22.43,1,1,1161,1338.2,0,0,1,0,0
24264,-5748444.271,-573465.7293,1,100,100,26.5,25.95,1,1,1133.7,1289.3,0,0,1,0,0
24265,-5747444.271,-573465.7293,1,100,100,27.6,27.19,1,1,1306.1,1365.4,0,0,1,0,0
24266,-5746444.271,-573465.7293,1,100,100,24.41,24.03,1,1,1230.2,1358.9,0,0,1,0,0
24267,-5745444.271,-573465.7293,1,100,100,23.04,22.45,1,1,1291.1,1343.4,0,0,1,0,0
24268,-5744444.271,-573465.7293,1,100,100,27.14,26.02,1,1,1316.2,1292.7,0,0,1,0,0
24269,-5743444.271,-573465.7293,1,100,100,25.35,24.11,1,1,1276.3,1332.3,0,0,1,0,0
24270,-5742444.271,-573465.7293,1,100,100,23.86,22.99,1,1,1297.2,1309.4,0,0,1,0,0
24271,-5741444.271,-573465.7293,1,100,100,25.39,24.71,1,1,1148.6,1337.5,0,0,1,0,0
24272,-5740444.271,-573465.7293,1,100,100,28.25,27.46,1,1,1297.9,1328.5,0,0,1,0,0
24273,-5739444.271,-573465.7293,1,100,100,27.27,26.05,1,1,1210.4,1351.8,0,0,1,0,0
24274,-5738444.271,-573465.7293,1,100,100,26.02,25.25,1,1,1292.6,1332.2,0,0,1,0,0
24275,-5737444.271,-573465.7293,1,100,100,27.04,26.18,1,1,1356.8,1276.9,0,0,1,0,0
24276,-5736444.271,-573465.7293,1,100,100,27.43,26.43,1,1,1294.5,1350.8,0,0,1,0,0
24277,-5735444.271,-573465.7293,1,100,100,28.01,27.09,1,1,1278.2,1339.6,0,0,1,0,0
24278,-5734444.271,-573465.7293,1,100,100,27.85,26.77,1,1,1267,1333.9,0,0,1,0,0
24279,-5733444.271,-573465.7293,1,100,100,27.67,27.09,1,1,1252.7,1319.2,0,0,1,0,0
24280,-5732444.271,-573465.7293,1,100,100,27.92,27.06,1,1,1318.6,1350.5,0,0,1,0,0
24281,-5731444.271,-573465.7293,1,100,100,27.74,26.78,1,1,1288.3,1336.2,0,0,1,0,0
24282,-5730444.271,-573465.7293,1,100,100,28.18,27.19,1,1,1308.3,1301.6,0,0,1,0,0
24283,-5729444.271,-573465.7293,1,100,100,28.09,27.48,1,1,1257.4,1275.9,0,0,1,0,0
24284,-5728444.271,-573465.7293,1,100,100,28.14,27.02,1,1,1274.4,1315.8,0,0,1,0,0
24285,-5727444.271,-573465.7293,1,100,100,28.74,27.78,1,1,1243.3,1321.2,0,0,1,0,0
24286,-5726444.271,-573465.7293,1,100,100,29.09,27.92,1,1,1294.6,1300.9,0,0,1,0,0
24287,-5725444.271,-573465.7293,1,100,100,27.43,26.34,1,1,1254.3,1317.7,0,0,1,0,0
24288,-5724444.271,-573465.7293,1,100,100,28.16,27.4,1,1,1240,1341.4,0,0,1,0,0
24289,-5723444.271,-573465.7293,1,100,100,27.37,26.5,1,1,1231.1,1357.5,0,0,1,0,0
24290,-5722444.271,-573465.7293,1,100,100,28.86,28.07,1,1,1215,1344.1,0,0,1,0,0
24291,-5721444.271,-573465.7293,1,100,100,27.64,26.54,1,1,1320.5,1324.3,0,0,1,0,0
24292,-5720444.271,-573465.7293,1,100,100,27.41,26.85,1,1,1291.3,1306.1,0,0,1,0,0
24293,-5719444.271,-573465.7293,1,100,100,24.75,23.76,1,1,1286.3,1320.9,0,0,1,0,0
24294,-5718444.271,-573465.7293,1,100,100,26.64,25.85,1,1,1260.2,1307.6,0,0,1,0,0
24295,-5717444.271,-573465.7293,1,100,100,25.91,24.66,1,1,1269.8,1319.3,0,0,1,0,0
24296,-5716444.271,-573465.7293,1,100,100,24.61,23.15,1,1,1266.2,1308.6,0,0,1,0,0
24297,-5715444.271,-573465.7293,1,100,100,26.96,25.37,1,1,1264.3,1314.7,0,0,1,0,0
24298,-5714444.271,-573465.7293,1,100,100,26.09,24.96,1,1,1256.9,1287.6,0,0,1,0,0
24299,-5713444.271,-573465.7293,1,100,100,25.57,24.37,1,1,1277.1,1276,0,0,1,0,0
24300,-5712444.271,-573465.7293,1,100,100,25.36,24.25,1,1,1223,1305.6,0,0,1,0,0
24301,-5711444.271,-573465.7293,1,100,100,27.48,26.65,1,1,1225.5,1330.9,0,0,1,0,0
24302,-5710444.271,-573465.7293,1,100,100,26.35,26.03,1,1,1257.7,1316.6,0,0,1,0,0
24303,-5709444.271,-573465.7293,1,100,100,26.14,25.39,1,1,1246,1323.4,0,0,1,0,0
24304,-5708444.271,-573465.7293,1,100,100,27.34,26.57,1,1,1205.4,1334.2,0,0,1,0,0
24305,-5707444.271,-573465.7293,1,100,100,27.16,26.41,1,1,1266,1315.3,0,0,1,0,0
24306,-5706444.271,-573465.7293,1,100,100,25.41,24.05,1,1,1230.4,1315.8,0,0,1,0,0
24307,-5705444.271,-573465.7293,1,100,100,27.11,25.67,1,1,1270.4,1321.9,0,0,1,0,0
24308,-5704444.271,-573465.7293,1,95,100,24.03,23.35,1,1,1256.3,1319.3,0,0,1,0,0
24309,-5703444.271,-573465.7293,1,88,95,21.72,21.28,1,1,1291.8,1393.4,0,0,1,0,0
24310,-5702444.271,-573465.7293,1,100,88,20.52,20.15,1,1,1240.7,1334.7,0,0,1,0,0
24311,-5701444.271,-573465.7293,1,100,100,22.79,22.09,1,1,1183.6,1370.5,0,0,1,0,0
24312,-5700444.271,-573465.7293,1,100,100,25.53,24.84,1,1,1200.9,1317.1,0,0,1,0,0
24313,-5699444.271,-573465.7293,1,100,100,28.09,26.63,1,1,1254.7,1303.8,0,0,1,0,0
24314,-5698444.271,-573465.7293,1,100,100,26.13,25.09,1,1,1236,1307,0,0,1,0,0
24315,-5697444.271,-573465.7293,1,100,100,27.58,26.56,1,1,1245.4,1316.5,0,0,1,0,0
24316,-5696444.271,-573465.7293,1,100,100,26.57,25.79,1,1,1244.6,1307.4,0,0,1,0,0
24317,-5695444.271,-573465.7293,1,100,100,27.59,26.14,1,1,1205.1,1321.8,0,0,1,0,0
24318,-5694444.271,-573465.7293,1,100,100,26.57,25.75,1,1,1262.3,1318.9,0,0,1,0,0
24319,-5693444.271,-573465.7293,1,100,100,26,25.06,1,1,1234.2,1273.1,0,0,1,0,0
24320,-5692444.271,-573465.7293,1,100,100,25.66,24.86,1,1,1208,1309.6,0,0,1,0,0
24321,-5691444.271,-573465.7293,1,100,100,24.34,23.05,1,1,1215.1,1275.3,0,0,1,0,0
24322,-5690444.271,-573465.7293,1,100,100,24.38,22.96,1,1,1209,1295.7,0,0,1,0,0
24323,-5689444.271,-573465.7293,1,100,100,25.81,24.48,1,1,1218.2,1294.7,0,0,1,0,0
24324,-5688444.271,-573465.7293,1,100,100,24,22.92,1,1,1230.8,1330.8,0,0,1,0,0
24325,-5687444.271,-573465.7293,1,100,100,24.96,24.24,1,1,1245.2,1297.6,0,0,1,0,0
24326,-5686444.271,-573465.7293,1,100,100,25,23.89,1,1,1180.8,1233.3,0,0,1,0,0
24327,-5685444.271,-573465.7293,1,100,100,24.81,24.05,1,1,1193,1323.2,0,0,1,0,0
24328,-5684444.271,-573465.7293,1,100,100,25.59,25,1,1,1245.4,1304.9,0,0,1,0,0
24329,-5683444.271,-573465.7293,1,100,100,24.81,24.53,1,1,1261.2,1266.6,0,0,1,0,0
24401,-5811444.271,-574465.7293,1,100,100,23.49,23.1,1,1,1279.4,1358,0,0,0,0,0
24402,-5810444.271,-574465.7293,1,100,100,23.97,23.51,1,1,1244.5,1339.9,0,0,0,0,0
24403,-5809444.271,-574465.7293,1,100,100,25.75,25.12,1,1,1276.8,1285.2,0,0,0,0,0
24404,-5808444.271,-574465.7293,1,100,100,27.15,26.66,1,1,1284.4,1304.7,0,0,0,0,0
24405,-5807444.271,-574465.7293,1,100,100,27.45,26.87,1,1,1287.7,1335.3,0,0,0,0,0
24406,-5806444.271,-574465.7293,1,100,100,26.56,26.09,1,1,1266.9,1325.2,0,0,0,0,0
24407,-5805444.271,-574465.7293,1,100,100,26.48,25.77,1,1,1261.7,1361.3,0,0,0,0,0
24408,-5804444.271,-574465.7293,1,100,100,27.99,27.05,1,1,1222.3,1351.3,0,0,0,0,0
