pointID,X,Y,Buffer_type,Area2000,Area2020,H2000,H2020,PD2000,PD2020,NPP2000,NPP2020,NTL2000,NTL2020,Windowflag,ForestChange,Plantations
37049,-5757444.271,-637465.7293,3,100,100,23.79,22.39,1,1,1269,1288.4,0,0,0,0,0
37050,-5756444.271,-637465.7293,3,100,100,19.01,17.87,1,1,1301.1,1310.7,0,0,0,0,0
37051,-5755444.271,-637465.7293,2,100,100,22.1,21.43,1,1,1283.3,1274.5,0,0,0,0,0
37052,-5754444.271,-637465.7293,2,100,100,20.17,19.04,1,2,1255.5,1302,0,0,0,0,0
37053,-5753444.271,-637465.7293,2,100,85,16.27,14.72,1,2,1255.4,1311,0,0,0,0,0
37054,-5752444.271,-637465.7293,2,100,81,23.49,20.04,1,1,1256,1097.4,0,0,0,0,0
37055,-5751444.271,-637465.7293,1,100,100,23.85,20.33,1,1,1288.6,1287.8,0,0,0,0,0
37056,-5750444.271,-637465.7293,1,100,100,23.84,22.43,1,1,1260.3,1286.2,0,0,0,0,0
37057,-5749444.271,-637465.7293,1,100,100,24.52,23.08,1,1,1272.1,1302.8,0,0,0,0,0
37058,-5748444.271,-637465.7293,1,99,100,26.55,25.4,1,1,1260.1,1296.3,0,0,0,0,0
37059,-5747444.271,-637465.7293,1,100,99,26.68,25.71,1,1,1260.7,1327.6,0,0,0,0,0
37060,-5746444.271,-637465.7293,1,100,100,28.04,26.4,1,1,1296.7,1206.6,0,0,0,0,0
37061,-5745444.271,-637465.7293,1,100,100,26.72,25.46,1,1,1309.4,1277.9,0,0,0,0,0
37062,-5744444.271,-637465.7293,1,100,100,25.04,19.5,1,1,1275.7,1296,0,0,0,0,0
37063,-5743444.271,-637465.7293,1,100,100,25.05,23.92,1,1,1184.4,1299.7,0,0,0,0,0
37064,-5742444.271,-637465.7293,1,100,100,21.47,20.82,1,1,1268.6,1287.9,0,0,0,0,0
37065,-5741444.271,-637465.7293,1,100,100,22.57,21.8,1,1,1198,1253.7,0,0,0,0,0
37066,-5740444.271,-637465.7293,1,100,100,22.06,21.28,1,1,1289.8,1292.8,0,0,0,0,0
37067,-5739444.271,-637465.7293,1,100,100,24.21,22.88,1,1,1277.7,1305.7,0,0,0,0,0
37068,-5738444.271,-637465.7293,1,100,100,24.71,24.08,1,1,1283.2,1331.7,0,0,0,0,0
37069,-5737444.271,-637465.7293,1,100,100,23.72,22.75,1,1,1267.8,1292.7,0,0,0,0,0
37070,-5736444.271,-637465.7293,1,100,100,22.42,21.7,1,1,1289.9,1291,0,0,0,0,0
37071,-5735444.271,-637465.7293,2,100,100,22.07,19.39,1,1,1285.1,1333.7,0,0,0,0,0
37072,-5734444.271,-637465.7293,3,100,100,20.44,18.64,1,1,1296,1335.6,0,0,0,0,0
37073,-5733444.271,-637465.7293,3,100,100,25.62,25.06,1,1,1286.6,1278.2,0,0,0,0,0
37074,-5732444.271,-637465.7293,4,100,99,23.34,19.6,1,1,1314.3,1304.1,0,0,0,0,0
37075,-5731444.271,-637465.7293,4,100,87,23.47,21.82,1,1,1265.8,1292.2,0,0,0,0,0
37076,-5730444.271,-637465.7293,5,100,98,25.52,25.15,1,1,1308.2,1292.6,0,7,0,0,0
37077,-5729444.271,-637465.7293,5,75,100,25.85,25.34,6,6,1291.8,1308.5,0,7,0,0,0
37078,-5728444.271,-637465.7293,5,22,70,18.88,17.51,76,5,1066.4,1130,0,7,0,0,0
37079,-5727444.271,-637465.7293,6,11,59,6.52,8.97,192,7,1066,1202.7,0,7,0,0,0
37080,-5726444.271,-637465.7293,6,31,55,17.22,14.77,13,14,1122.5,1127.4,0,7,0,0,0
37081,-5725444.271,-637465.7293,6,97,35,19.4,19.12,1,16,1266.1,1244.2,0,7,0,0,0
37082,-5724444.271,-637465.7293,6,95,25,18.93,12.43,1,4,1304.6,1341.6,0,7,0,0,0
37083,-5723444.271,-637465.7293,6,86,70,15.38,5.3,1,2,1302,1135.4,0,7,0,0,0
37084,-5722444.271,-637465.7293,5,99,46,16.87,9.51,1,12,1222.9,1171.4,0,0,0,0,0
37085,-5721444.271,-637465.7293,5,95,59,16.5,11.73,1,36,1298.8,1293.9,0,0,0,0,0
37086,-5720444.271,-637465.7293,4,97,32,20.31,9.35,1,48,1282.2,1330.2,0,0,0,0,0
37087,-5719444.271,-637465.7293,4,98,8,23.63,3.85,1,17,1269.3,1172.6,0,0,0,0,0
37088,-5718444.271,-637465.7293,4,97,29,17.85,12.52,1,30,1268.5,1310,0,0,0,0,0
37089,-5717444.271,-637465.7293,4,99,22,17.62,12.59,1,23,1126.9,1332.3,0,0,0,0,0
37090,-5716444.271,-637465.7293,4,96,4,20.8,7.59,1,8,1230.6,1347.9,0,0,0,0,0
37091,-5715444.271,-637465.7293,4,100,48,27.47,3.73,1,22,1216.2,1324,0,0,0,0,0
37092,-5714444.271,-637465.7293,4,100,21,25.28,7.12,1,36,1216.6,1326.2,0,0,0,0,0
37093,-5713444.271,-637465.7293,4,100,5,24.33,21.27,1,6,1257.4,1349.9,0,0,0,0,0
37094,-5712444.271,-637465.7293,5,100,52,26.87,9.13,1,1,1282.2,1315.9,0,0,0,0,0
37095,-5711444.271,-637465.7293,6,100,100,26.99,12.8,1,1,1226.6,1297.4,0,0,0,0,0
37096,-5710444.271,-637465.7293,6,100,97,23.69,19.2,1,68,1246.4,1236.3,0,0,0,0,0
37097,-5709444.271,-637465.7293,6,99,1,14.42,5.23,1,9,1273.6,1287.7,0,0,0,0,0
37098,-5708444.271,-637465.7293,6,96,54,11.12,11.08,1,5,1255.7,1305.2,0,0,0,0,0
37099,-5707444.271,-637465.7293,5,83,42,17.45,16.63,2,330,1276.6,1192.1,0,0,0,0,0
37100,-5706444.271,-637465.7293,4,52,0,6.77,4.85,12,134,1049.3,1080.5,0,0,0,0,0
37101,-5705444.271,-637465.7293,4,30,5,6.35,3.97,10,355,1039.4,1059.2,0,0,0,0,0
37102,-5704444.271,-637465.7293,5,97,1,5.15,3.45,1,6,1256.5,1274.6,0,0,0,-1,0
37103,-5703444.271,-637465.7293,5,100,16,14.31,12.35,1,657,1034.4,1157.3,0,0,0,-2,0
37104,-5702444.271,-637465.7293,6,97,0,18.01,4.64,1,452,1245.2,432.6,0,0,0,-3,0
37105,-5701444.271,-637465.7293,6,76,1,20.02,4.35,3,45,1273.8,1337.7,0,0,0,0,0
37106,-5700444.271,-637465.7293,5,52,13,8.3,6.96,17,3,1110.8,1162.7,0,0,0,0,0
37107,-5699444.271,-637465.7293,5,96,33,11.81,4.44,1,1,1261.1,1113.8,0,0,0,0,0
37108,-5698444.271,-637465.7293,4,100,92,18.96,18.82,1,1,1206.1,1306.2,0,0,0,0,0
37109,-5697444.271,-637465.7293,3,100,93,24.22,16.93,1,14,1246.8,1311,0,0,0,0,0
37110,-5696444.271,-637465.7293,3,100,27,26.73,3.06,1,30,1107.1,1321.3,0,0,0,0,0
37111,-5695444.271,-637465.7293,3,100,29,27.86,3.32,1,15,1248.2,1306.2,0,0,0,0,0
37112,-5694444.271,-637465.7293,3,100,59,26.35,3.55,1,3,1202.3,1261.3,0,0,0,-1,0
37113,-5693444.271,-637465.7293,3,100,58,26.89,4.2,1,3,1245.3,1327.5,0,0,0,0,0
37114,-5692444.271,-637465.7293,3,100,71,25.31,4.83,1,72,1252.4,1348.1,0,0,0,-12,0
37115,-5691444.271,-637465.7293,3,100,6,23.03,5.63,1,10,1238.3,1344.2,0,0,0,-12,0
37116,-5690444.271,-637465.7293,3,100,21,23.97,6.83,1,1,1254.9,1320.1,0,0,0,-12,0
37117,-5689444.271,-637465.7293,2,100,100,22.57,22.17,1,1,1224,1273.1,0,0,0,-47,0
37118,-5688444.271,-637465.7293,3,100,100,22.46,21.77,1,1,1241.6,1263.6,0,0,0,-18,0
37119,-5687444.271,-637465.7293,3,100,100,21.7,21.27,1,1,1273.4,1298.4,0,0,0,-3,0
37120,-5686444.271,-637465.7293,4,100,75,20.47,20.39,1,1,1190.4,1263.6,0,0,0,0,0
37121,-5685444.271,-637465.7293,4,99,99,22.02,21.85,1,2,1219.2,1271.6,0,0,0,0,0
37122,-5684444.271,-637465.7293,4,96,61,20.32,19.2,2,752,1246.9,1338.6,0,0,0,0,0
37123,-5683444.271,-637465.7293,4,86,0,23.8,3.46,8,0,1084.1,1070.6,0,0,0,0,0
37195,-5811444.271,-638465.7293,1,100,100,25.05,23.61,1,1,1218.3,1289.1,0,0,0,-19,0
37196,-5810444.271,-638465.7293,1,100,100,27.06,25.92,1,1,1258.4,1285.4,0,0,0,0,0
37197,-5809444.271,-638465.7293,1,100,100,24.36,23.5,1,1,1241,1266.9,0,0,0,0,0
37198,-5808444.271,-638465.7293,1,100,100,23.71,21.96,1,1,1217.7,1179,0,0,0,0,0
37199,-5807444.271,-638465.7293,1,100,97,26.63,23.58,1,1,1246.9,1257.8,0,0,0,0,0
37200,-5806444.271,-638465.7293,1,100,92,25.9,25.66,1,1,1248.6,1270.6,0,0,0,0,0
37201,-5805444.271,-638465.7293,1,100,100,25.79,25.77,1,1,1272.2,1264.1,0,0,0,0,0
37202,-5804444.271,-638465.7293,1,100,100,24.42,24.18,1,1,1206.9,1264.7,0,0,0,-12,0
37203,-5803444.271,-638465.7293,1,100,99,24.58,23.13,1,1,1238.1,1272.7,0,0,0,-32,0
37204,-5802444.271,-638465.7293,1,100,99,26.98,27.18,1,1,1238.7,1218.5,0,0,0,-30,0
37205,-5801444.271,-638465.7293,2,100,99,24.98,23.61,1,5,1190.2,1231.6,0,0,0,-58,0
37206,-5800444.271,-638465.7293,3,100,80,24.01,22.26,1,1,1250,1257.6,0,0,0,-35,0
37207,-5799444.271,-638465.7293,4,100,88,27.93,21.73,1,10,1244.7,1250.6,0,0,0,-55,0
37208,-5798444.271,-638465.7293,5,100,51,28.67,15.21,1,1,1094.9,1277.3,0,0,0,-71,0
37209,-5797444.271,-638465.7293,6,100,90,24.15,21.25,1,3,1221.5,1306.4,0,7,0,-60,0
37210,-5796444.271,-638465.7293,6,100,68,25.54,7.26,1,37,1271,1317.1,0,7,0,-67,0
37211,-5795444.271,-638465.7293,6,100,16,23.46,20.58,1,1,1169,1289.4,0,7,0,-47,0
37212,-5794444.271,-638465.7293,5,100,93,22.17,15.75,1,1,1249.8,1252.2,0,7,0,0,0
37213,-5793444.271,-638465.7293,5,94,99,22.03,15.89,1,9,1248.8,1252.3,0,7,0,-45,0
37214,-5792444.271,-638465.7293,4,97,67,19.48,14.39,1,2,1264.1,1250.6,0,7,0,-1,0
37215,-5791444.271,-638465.7293,4,100,86,23.99,22.91,1,1,1152.3,1251.4,0,7,0,0,0
37216,-5790444.271,-638465.7293,3,100,100,21.16,19.95,1,1,1255,1282.4,0,7,0,-44,0
37217,-5789444.271,-638465.7293,2,100,100,19.63,16.32,1,1,1218.6,1258.7,0,7,0,-59,0
37218,-5788444.271,-638465.7293,2,100,100,18.37,16.43,1,1,1225.8,1270.1,0,7,0,-52,0
37219,-5787444.271,-638465.7293,1,100,100,19.39,18.55,1,1,1212,1243.8,0,7,0,-2,0
37220,-5786444.271,-638465.7293,1,100,100,17.92,17.27,1,1,1234.5,1271.5,0,7,0,-84,0
37221,-5785444.271,-638465.7293,1,100,100,19.1,18.91,1,1,1252.8,1293.5,0,0,0,-54,0
37222,-5784444.271,-638465.7293,1,100,100,18.19,16.9,1,1,1253.5,1285.2,0,0,0,-29,0
37223,-5783444.271,-638465.7293,1,100,100,19.47,18.07,1,1,1249.5,1300.3,0,0,0,-81,0
37224,-5782444.271,-638465.7293,1,100,100,21.52,20.02,1,1,1188.8,1250.6,0,0,0,-93,0
37225,-5781444.271,-638465.7293,1,100,100,23.13,20.75,1,1,1261.8,1243.5,0,0,0,-80,0
37226,-5780444.271,-638465.7293,1,100,100,22.38,21.31,1,1,1274.6,1221.6,0,0,0,-64,0
37227,-5779444.271,-638465.7293,1,100,99,21.2,20.48,1,1,1232.2,1280.3,0,0,0,-64,0
37228,-5778444.271,-638465.7293,2,100,100,19.69,18.4,1,1,1250.9,1276.6,0,0,0,-78,0
37229,-5777444.271,-638465.7293,3,100,100,19.31,14.33,1,1,1254.2,1238.9,0,0,0,-61,0
37230,-5776444.271,-638465.7293,4,100,100,20.88,19.09,1,1,1264.2,1214.9,0,0,0,-67,0
37231,-5775444.271,-638465.7293,5,100,88,23.49,21.7,1,13,1287.2,1287.5,0,0,0,-63,0
37232,-5774444.271,-638465.7293,5,100,51,20.12,18.96,1,1,1286.5,1286.2,0,0,0,-1,0
37233,-5773444.271,-638465.7293,6,100,99,22.28,21.38,1,1,1270.7,1282.8,0,0,0,0,0
37234,-5772444.271,-638465.7293,6,100,100,19.98,16.57,1,1,1238.7,1297,0,0,0,0,0
37235,-5771444.271,-638465.7293,5,100,97,21.25,11.2,1,1,1265.6,1277.4,0,0,0,0,0
37236,-5770444.271,-638465.7293,5,100,99,21.45,19.61,1,1,1221.9,1262.6,0,0,0,0,0
37237,-5769444.271,-638465.7293,4,100,100,22.3,20.86,1,1,1209.9,1223.3,0,0,0,0,0
37238,-5768444.271,-638465.7293,4,100,100,22.13,21.24,1,1,1138.3,1195.1,0,0,0,0,0
37239,-5767444.271,-638465.7293,4,100,100,24.32,23.31,1,1,1228.4,1286.4,0,0,0,0,0
37240,-5766444.271,-638465.7293,4,100,100,20.48,19.4,1,1,1221.1,1283.6,0,0,0,0,0
37241,-5765444.271,-638465.7293,5,100,100,20.62,19.52,1,1,1267.7,1249.3,0,0,0,0,0
37242,-5764444.271,-638465.7293,5,100,100,17.84,14.38,1,1,1263.5,1282.1,0,0,0,0,0
37243,-5763444.271,-638465.7293,6,100,100,20.38,14.53,1,1,1303.4,1275.1,0,0,0,0,0
37244,-5762444.271,-638465.7293,6,100,100,23.07,10.12,1,1,1210.4,1279.5,0,0,0,0,0
37245,-5761444.271,-638465.7293,6,100,83,21.16,19.41,1,1,1220.3,1275,0,0,0,0,0
37246,-5760444.271,-638465.7293,5,100,95,23.89,22.83,1,1,1265.7,1272.4,0,0,0,0,0
37247,-5759444.271,-638465.7293,5,100,100,21.9,20.59,1,1,1316.1,1307,0,0,0,0,0
37248,-5758444.271,-638465.7293,4,100,100,24.91,23.89,1,1,1272.7,1279.8,0,0,0,0,0
37249,-5757444.271,-638465.7293,3,100,100,19.95,18.66,1,1,1279,1265.6,0,0,0,0,0
37250,-5756444.271,-638465.7293,2,100,100,17.93,17.05,1,1,1251.7,1308,0,0,0,0,0
37251,-5755444.271,-638465.7293,2,100,100,21.71,20.79,1,1,1257.4,1267.6,0,0,0,0,0
37252,-5754444.271,-638465.7293,1,100,100,23.09,21.77,1,1,1260,1255.6,0,0,0,0,0
37253,-5753444.271,-638465.7293,1,100,97,20.16,18.88,1,1,1231.3,1261.7,0,0,0,0,0
37254,-5752444.271,-638465.7293,1,100,94,23.52,20.02,1,2,1257.2,1250.5,0,0,0,0,0
37255,-5751444.271,-638465.7293,1,100,65,23.29,20.97,1,1,1249.6,1284.2,0,0,0,0,0
37256,-5750444.271,-638465.7293,1,100,100,25.61,24.25,1,1,1268.2,1269.8,0,0,0,0,0
37257,-5749444.271,-638465.7293,1,100,100,27.14,25.83,1,1,1276.9,1290.2,0,0,0,0,0
37258,-5748444.271,-638465.7293,1,100,100,27.06,25.58,1,1,1300.8,1286.5,0,0,0,0,0
37259,-5747444.271,-638465.7293,1,100,100,25.62,24.15,1,1,1291.2,1284.2,0,0,0,0,0
37260,-5746444.271,-638465.7293,1,100,100,25.9,19.63,1,1,1302,1244.3,0,0,0,0,0
37261,-5745444.271,-638465.7293,1,100,100,27.01,15.62,1,1,1301.9,1305.8,0,0,0,0,0
37262,-5744444.271,-638465.7293,1,100,97,28.2,3.69,1,1,1327.2,1319.4,0,0,0,0,0
37263,-5743444.271,-638465.7293,1,100,96,24.73,15.47,1,1,1275,1309.4,0,0,0,0,0
37264,-5742444.271,-638465.7293,1,100,100,23.19,14.24,1,1,1230.9,1286.1,0,0,0,0,0
37265,-5741444.271,-638465.7293,1,100,100,21.87,16.26,1,1,1253.3,1290.2,0,0,0,0,0
37266,-5740444.271,-638465.7293,1,100,100,22.45,21.67,1,1,1280.7,1297.8,0,0,0,0,0
37267,-5739444.271,-638465.7293,1,100,99,23.86,22.36,1,1,1287.1,1288.8,0,0,0,0,0
37268,-5738444.271,-638465.7293,1,100,100,21.92,20.55,1,1,1272.5,1319.3,0,0,0,0,0
37269,-5737444.271,-638465.7293,1,100,100,23.01,21.99,1,1,1300.6,1310,0,0,0,0,0
37270,-5736444.271,-638465.7293,1,100,100,22.17,21.42,1,1,1303.4,1293.8,0,0,0,0,0
37271,-5735444.271,-638465.7293,2,100,100,23.13,22.43,1,1,1288.7,1329.3,0,0,0,0,0
37272,-5734444.271,-638465.7293,2,100,94,20.95,18.88,1,1,1303.3,1329.8,0,0,0,0,0
37273,-5733444.271,-638465.7293,3,100,100,21.65,16.68,1,1,1268.6,1253.9,0,0,0,0,0
37274,-5732444.271,-638465.7293,3,100,100,24.16,17.04,1,1,1278.2,1304.4,0,0,0,0,0
37275,-5731444.271,-638465.7293,4,100,94,21.74,17.9,1,1,1236.3,1302,0,0,0,0,0
37276,-5730444.271,-638465.7293,4,100,99,25.03,21.11,1,1,1312.3,1326.5,0,7,0,0,0
37277,-5729444.271,-638465.7293,5,100,100,23.44,21.9,1,1,1269.9,1281.5,0,7,0,0,0
37278,-5728444.271,-638465.7293,5,27,100,18.59,14.51,40,7,1033.1,1152.2,0,7,0,0,0
37279,-5727444.271,-638465.7293,6,19,43,5.74,10.7,111,7,771.4,724.1,0,7,0,0,0
37280,-5726444.271,-638465.7293,6,59,60,16.01,15.64,13,1,1291.7,1313.8,0,7,0,0,0
37281,-5725444.271,-638465.7293,6,45,87,21.42,21.04,7,16,1269,1276.7,0,7,0,0,0
37282,-5724444.271,-638465.7293,6,51,24,23.12,16.15,6,44,1323,1354.4,0,7,0,0,0
37283,-5723444.271,-638465.7293,6,76,15,21.98,9.79,6,5,762.5,793.4,0,7,0,0,0
37284,-5722444.271,-638465.7293,6,99,47,18.36,5.2,1,1,1093.8,1188.7,0,0,0,0,0
37285,-5721444.271,-638465.7293,5,90,86,18.49,8.12,1,21,1280.9,1328,0,0,0,0,0
37286,-5720444.271,-638465.7293,5,89,32,17.05,11,1,56,1289.2,1168,0,0,0,0,0
37287,-5719444.271,-638465.7293,5,93,10,21.17,5,1,1,1291.3,1335.8,0,0,0,0,0
37288,-5718444.271,-638465.7293,5,92,82,22.58,11.61,1,6,1226.6,1306.6,0,0,0,0,0
37289,-5717444.271,-638465.7293,5,92,51,24.16,11.82,1,13,1270.2,1277.5,0,0,0,0,0
37290,-5716444.271,-638465.7293,5,100,30,23.36,8.68,1,13,1271.8,1329.8,0,0,0,0,0
37291,-5715444.271,-638465.7293,5,100,15,25.66,5.84,1,5,1291,1340.8,0,0,0,0,0
37292,-5714444.271,-638465.7293,5,99,37,25.67,3.8,1,1,1266,1317.3,0,0,0,0,0
37293,-5713444.271,-638465.7293,5,94,91,24.87,20.93,1,42,1191.2,1342.7,0,0,0,0,0
37294,-5712444.271,-638465.7293,5,100,23,25.6,5.71,1,6,1248.8,1356.3,0,0,0,0,0
37295,-5711444.271,-638465.7293,5,99,47,28.08,3.7,1,3,1221.5,1329.1,0,0,0,0,0
37296,-5710444.271,-638465.7293,6,94,86,26.82,7.8,1,194,1282.7,1326.7,0,0,0,0,0
37297,-5709444.271,-638465.7293,6,76,3,23.92,5.74,4,7,1246.3,1194.8,0,0,0,0,0
37298,-5708444.271,-638465.7293,6,45,41,19.23,12.66,17,5,1082.2,1143.2,0,0,0,0,0
37299,-5707444.271,-638465.7293,5,7,41,21,14.73,141,419,762.5,749.9,0,0,0,0,0
37300,-5706444.271,-638465.7293,5,3,0,20.52,6.09,370,440,775,830,0,0,0,0,0
37301,-5705444.271,-638465.7293,5,12,0,17.02,3,40,18,1067.9,1120.5,0,0,0,0,0
37302,-5704444.271,-638465.7293,5,93,5,16.31,5.12,1,12,1095.6,1083.7,0,0,0,0,0
37303,-5703444.271,-638465.7293,6,59,25,18.06,3.15,12,280,1048.9,1130.4,0,0,0,0,0
37304,-5702444.271,-638465.7293,6,96,2,18.3,5.43,1,156,1286.5,1347,0,0,0,0,0
37305,-5701444.271,-638465.7293,6,28,2,22.51,6.44,28,33,1226.8,1266.8,0,0,0,0,0
37306,-5700444.271,-638465.7293,6,40,3,16.88,7.98,19,99,1115.6,1062.4,0,0,0,0,0
37307,-5699444.271,-638465.7293,5,99,2,20.15,7.13,1,1,1269.2,1146,0,0,0,0,0
37308,-5698444.271,-638465.7293,4,100,97,20.76,18.67,1,5,1263.2,1324.8,0,0,0,0,0
37309,-5697444.271,-638465.7293,4,100,37,24.15,13.34,1,326,1241.1,1310.4,0,0,0,0,0
37310,-5696444.271,-638465.7293,4,100,0,25.86,3.53,1,389,1193,1286.2,0,0,0,0,0
37311,-5695444.271,-638465.7293,4,100,2,26.99,3.47,1,53,1193.3,1260.7,0,0,0,0,0
37312,-5694444.271,-638465.7293,4,100,12,24.38,3.27,1,31,1150.2,1272.7,0,0,0,0,0
37313,-5693444.271,-638465.7293,4,100,9,21.37,4.76,1,24,1266,1327.3,0,0,0,0,0
37314,-5692444.271,-638465.7293,4,100,16,24.27,6.22,1,20,1279.6,1344.6,0,0,0,0,0
37315,-5691444.271,-638465.7293,4,100,15,22.98,4.04,1,22,1223.5,1121.5,0,0,0,0,0
37316,-5690444.271,-638465.7293,3,100,18,25.51,7,1,1,1199,1305.7,0,0,0,0,0
37317,-5689444.271,-638465.7293,3,100,100,21.97,20.25,1,1,1222.3,1229.1,0,0,0,0,0
37318,-5688444.271,-638465.7293,3,100,100,22.57,22.13,1,1,1218.6,1262,0,0,0,0,0
37319,-5687444.271,-638465.7293,4,100,100,22.14,21.82,1,1,1229.2,1253.1,0,0,0,0,0
37320,-5686444.271,-638465.7293,4,100,100,18.75,17.83,1,1,1204.3,1295.8,0,0,0,0,0
37321,-5685444.271,-638465.7293,5,99,100,19.61,19.52,1,1,1213.4,1281.2,0,0,0,0,0
37322,-5684444.271,-638465.7293,5,100,81,20.79,19.6,1,407,1231.1,1296.9,0,0,0,0,0
37323,-5683444.271,-638465.7293,5,55,0,24.27,3.55,2,606,1094.9,1136.7,0,0,0,0,0
37395,-5811444.271,-639465.7293,1,100,100,22.72,21.08,1,1,1230.2,1251.3,0,0,0,0,0
37396,-5810444.271,-639465.7293,1,100,100,28.59,28.49,1,1,1276.4,1250.7,0,0,0,0,0
37397,-5809444.271,-639465.7293,1,100,100,27.96,27.34,1,1,1261.8,1260.6,0,0,0,0,0
37398,-5808444.271,-639465.7293,1,100,100,26.35,25.35,1,1,1250.8,1234.5,0,0,0,0,0
37399,-5807444.271,-639465.7293,1,100,94,25.16,23.36,1,3,1243.6,1273.8,0,0,0,0,0
37400,-5806444.271,-639465.7293,1,100,86,24.07,22.29,1,1,1251.7,1268,0,0,0,0,0
37401,-5805444.271,-639465.7293,1,100,100,26.22,25.58,1,1,1257.4,1232.7,0,0,0,0,0
37402,-5804444.271,-639465.7293,1,100,100,23.08,22.19,1,1,1249.5,1226.7,0,0,0,0,0
37403,-5803444.271,-639465.7293,1,100,99,24.23,22.7,1,1,1260.5,1286.6,0,0,0,0,0
37404,-5802444.271,-639465.7293,1,100,98,25.75,25.81,1,1,1231.7,1181.8,0,0,0,0,0
37405,-5801444.271,-639465.7293,2,100,100,24.97,25.28,1,1,1230.6,1257.6,0,0,0,0,0
37406,-5800444.271,-639465.7293,3,100,79,25.37,23.99,1,1,1228.9,1264,0,0,0,0,0
37407,-5799444.271,-639465.7293,4,100,95,29.38,25.49,1,8,1232,1288.5,0,0,0,0,0
37408,-5798444.271,-639465.7293,5,100,61,26.05,18.85,1,2,1278,1258.4,0,0,0,0,0
37409,-5797444.271,-639465.7293,6,100,92,24.47,21.07,1,2,1260.2,1246.1,0,7,0,0,0
37410,-5796444.271,-639465.7293,6,100,47,24.85,13.51,1,7,1241.6,1314.9,0,7,0,0,0
37411,-5795444.271,-639465.7293,6,100,56,24.09,21.14,1,1,1251.6,1273.2,0,7,0,0,0
37412,-5794444.271,-639465.7293,5,100,100,22.7,20.53,1,2,1267.8,1273.3,0,7,0,0,0
37413,-5793444.271,-639465.7293,5,100,87,21.1,12.29,1,2,1239.7,1268.6,0,7,0,0,0
37414,-5792444.271,-639465.7293,4,100,84,19.94,18.14,1,1,1239.4,1235.1,0,7,0,0,0
37415,-5791444.271,-639465.7293,3,100,95,23.31,22.45,1,1,1260.8,1187.4,0,7,0,0,0
37416,-5790444.271,-639465.7293,3,100,100,24.08,19.25,1,1,1225,1286.3,0,7,0,0,0
37417,-5789444.271,-639465.7293,2,100,99,22.89,13.13,1,1,1247.8,1272.2,0,7,0,0,0
37418,-5788444.271,-639465.7293,1,100,99,22.04,19.93,1,1,1227.6,1275.6,0,7,0,0,0
37419,-5787444.271,-639465.7293,1,100,100,16.71,15.32,1,1,1200.8,1254.3,0,7,0,0,0
37420,-5786444.271,-639465.7293,1,99,100,18.43,17.43,1,1,1133,1264.9,0,7,0,0,0
37421,-5785444.271,-639465.7293,1,100,100,18.22,17.19,1,1,1161.2,1281.8,0,7,0,0,0
37422,-5784444.271,-639465.7293,1,99,100,21.27,20.65,1,1,1211.8,1243.1,0,7,0,0,0
37423,-5783444.271,-639465.7293,1,100,99,20.41,19.66,1,1,1248.7,1283.7,0,0,0,0,0
37424,-5782444.271,-639465.7293,1,100,100,18.93,17.33,1,1,1247.4,1249.9,0,0,0,0,0
37425,-5781444.271,-639465.7293,1,100,100,19.07,17.6,1,1,1253.2,1295.1,0,0,0,0,0
37426,-5780444.271,-639465.7293,1,100,100,16.17,15.03,1,1,1253,1234.9,0,0,0,0,0
37427,-5779444.271,-639465.7293,1,100,100,18.39,17.51,1,1,1221.1,1278.3,0,0,0,0,0
37428,-5778444.271,-639465.7293,2,100,100,19.91,18.98,1,1,1255.3,1304.9,0,0,0,0,0
37429,-5777444.271,-639465.7293,3,100,99,22.18,20.84,1,1,1278.6,1310.7,0,0,0,0,0
37430,-5776444.271,-639465.7293,4,100,99,20.31,18.89,1,1,1264.2,1276.5,0,0,0,0,0
37431,-5775444.271,-639465.7293,4,100,100,21.78,20.82,1,1,1099.8,1292.6,0,0,0,0,0
37432,-5774444.271,-639465.7293,5,100,100,21.3,16.87,1,1,1208.1,1287.8,0,0,0,0,0
37433,-5773444.271,-639465.7293,6,100,100,21.14,19.61,1,1,1235.3,1265.9,0,0,0,0,0
37434,-5772444.271,-639465.7293,6,99,100,19.55,18.56,1,8,1284.8,1285.1,0,0,0,0,0
37435,-5771444.271,-639465.7293,6,100,37,21,19.26,1,2,1243,1307.1,0,0,0,0,0
37436,-5770444.271,-639465.7293,5,100,83,22.51,21.36,1,1,1199.8,1273.8,0,0,0,0,0
37437,-5769444.271,-639465.7293,5,100,100,21.29,19.93,1,1,1079.5,1324,0,0,0,0,0
37438,-5768444.271,-639465.7293,4,100,100,21.48,20.39,1,1,1204.4,1292.2,0,0,0,0,0
37439,-5767444.271,-639465.7293,4,100,100,20.86,20.13,1,1,1218.1,1218.4,0,0,0,0,0
37440,-5766444.271,-639465.7293,5,100,100,20.54,19.47,1,1,1184,1270.2,0,0,0,0,0
37441,-5765444.271,-639465.7293,5,100,100,23.21,21.99,1,1,1257.2,1227.9,0,0,0,0,0
37442,-5764444.271,-639465.7293,6,100,100,21.17,19.66,1,3,1274.7,1276.8,0,0,0,0,0
37443,-5763444.271,-639465.7293,6,100,86,21.02,7.28,1,1,1281.3,1313.2,0,0,0,0,0
37444,-5762444.271,-639465.7293,6,100,94,23.56,10.88,1,2,1299.6,1289.5,0,0,0,0,0
